"YYYYMMDD","Pday_mm","TmeanDay_C","TminDay_C","TmaxDay_C","Date","Year","Month","Month_Y"
19710102,NA,-2.8,-10,4.5,1971-01-02,1971,"Jan","1971-Jan"
19710103,NA,-4.2,-13.5,5,1971-01-03,1971,"Jan","1971-Jan"
19710104,NA,-3.8,-13.5,6,1971-01-04,1971,"Jan","1971-Jan"
19710105,NA,7,1,13,1971-01-05,1971,"Jan","1971-Jan"
19710106,NA,4,-2,10,1971-01-06,1971,"Jan","1971-Jan"
19710107,NA,3.5,-4,11,1971-01-07,1971,"Jan","1971-Jan"
19710108,NA,7.5,1,14,1971-01-08,1971,"Jan","1971-Jan"
19710109,NA,7.8,-2.5,18,1971-01-09,1971,"Jan","1971-Jan"
19710110,NA,7.8,-3,18.5,1971-01-10,1971,"Jan","1971-Jan"
19710111,NA,6.8,0.5,13,1971-01-11,1971,"Jan","1971-Jan"
19710112,NA,9.8,3.5,16,1971-01-12,1971,"Jan","1971-Jan"
19710113,NA,6,-2.5,14.5,1971-01-13,1971,"Jan","1971-Jan"
19710114,NA,9.5,3,16,1971-01-14,1971,"Jan","1971-Jan"
19710115,NA,3.8,-3.5,11,1971-01-15,1971,"Jan","1971-Jan"
19710116,NA,2.2,-5.5,10,1971-01-16,1971,"Jan","1971-Jan"
19710117,NA,5,-2,12,1971-01-17,1971,"Jan","1971-Jan"
19710118,NA,5,-1,11,1971-01-18,1971,"Jan","1971-Jan"
19710119,NA,8.5,3,14,1971-01-19,1971,"Jan","1971-Jan"
19710120,NA,8,1.5,14.5,1971-01-20,1971,"Jan","1971-Jan"
19710121,NA,8.8,4,13.5,1971-01-21,1971,"Jan","1971-Jan"
19710122,NA,8.8,1.5,16,1971-01-22,1971,"Jan","1971-Jan"
19710123,NA,12.5,6,19,1971-01-23,1971,"Jan","1971-Jan"
19710124,NA,8,0,16,1971-01-24,1971,"Jan","1971-Jan"
19710125,NA,8.8,2.5,15,1971-01-25,1971,"Jan","1971-Jan"
19710126,NA,13.2,8,18.5,1971-01-26,1971,"Jan","1971-Jan"
19710127,NA,11,4.5,17.5,1971-01-27,1971,"Jan","1971-Jan"
19710128,NA,8.2,1.5,15,1971-01-28,1971,"Jan","1971-Jan"
19710129,NA,9,2,16,1971-01-29,1971,"Jan","1971-Jan"
19710130,NA,7.5,3,12,1971-01-30,1971,"Jan","1971-Jan"
19710131,NA,8.5,4,13,1971-01-31,1971,"Jan","1971-Jan"
19710201,10,4.2,-2.5,11,1971-02-01,1971,"Feb","1971-Feb"
19710202,0,5.5,1,10,1971-02-02,1971,"Feb","1971-Feb"
19710203,0,4.2,-2,10.5,1971-02-03,1971,"Feb","1971-Feb"
19710204,0,0.5,-6,7,1971-02-04,1971,"Feb","1971-Feb"
19710205,0,6.5,0,13,1971-02-05,1971,"Feb","1971-Feb"
19710206,0,7.2,-2.5,17,1971-02-06,1971,"Feb","1971-Feb"
19710207,0,5.5,0,11,1971-02-07,1971,"Feb","1971-Feb"
19710208,0,7.5,2,13,1971-02-08,1971,"Feb","1971-Feb"
19710209,0,8,1,15,1971-02-09,1971,"Feb","1971-Feb"
19710210,0,8,0.5,15.5,1971-02-10,1971,"Feb","1971-Feb"
19710211,0,7.5,-1,16,1971-02-11,1971,"Feb","1971-Feb"
19710212,0,6.8,-3,16.5,1971-02-12,1971,"Feb","1971-Feb"
19710213,0,5.8,-4,15.5,1971-02-13,1971,"Feb","1971-Feb"
19710214,7,8.2,2,14.5,1971-02-14,1971,"Feb","1971-Feb"
19710215,0,4.5,-3,12,1971-02-15,1971,"Feb","1971-Feb"
19710216,30,5.8,-1,12.5,1971-02-16,1971,"Feb","1971-Feb"
19710217,12,9.5,3,16,1971-02-17,1971,"Feb","1971-Feb"
19710218,2.6,11,6.5,15.5,1971-02-18,1971,"Feb","1971-Feb"
19710219,5.2,9.5,5.5,13.5,1971-02-19,1971,"Feb","1971-Feb"
19710220,0,10.5,6,15,1971-02-20,1971,"Feb","1971-Feb"
19710221,0,7.5,-2,17,1971-02-21,1971,"Feb","1971-Feb"
19710222,0,9.8,3,16.5,1971-02-22,1971,"Feb","1971-Feb"
19710223,0,6.8,-1.5,15,1971-02-23,1971,"Feb","1971-Feb"
19710224,0,4.5,-5.5,14.5,1971-02-24,1971,"Feb","1971-Feb"
19710225,0,5.2,-6.5,17,1971-02-25,1971,"Feb","1971-Feb"
19710226,0,5.5,-7,18,1971-02-26,1971,"Feb","1971-Feb"
19710227,0,5.2,-4.5,15,1971-02-27,1971,"Feb","1971-Feb"
19710228,13,8.8,4,13.5,1971-02-28,1971,"Feb","1971-Feb"
19710301,0,5.8,0,11.5,1971-03-01,1971,"Mar","1971-Mar"
19710302,0,4.5,-4,13,1971-03-02,1971,"Mar","1971-Mar"
19710303,8.2,7,2,12,1971-03-03,1971,"Mar","1971-Mar"
19710304,7.8,6,1.5,10.5,1971-03-04,1971,"Mar","1971-Mar"
19710305,0,2.5,-3,8,1971-03-05,1971,"Mar","1971-Mar"
19710306,0,2.8,-5,10.5,1971-03-06,1971,"Mar","1971-Mar"
19710307,0,3.2,-3,9.5,1971-03-07,1971,"Mar","1971-Mar"
19710308,0,2.8,-3.5,9,1971-03-08,1971,"Mar","1971-Mar"
19710309,0,3,-5,11,1971-03-09,1971,"Mar","1971-Mar"
19710310,0,5,-3,13,1971-03-10,1971,"Mar","1971-Mar"
19710311,0,7.2,1,13.5,1971-03-11,1971,"Mar","1971-Mar"
19710312,0,4.8,-5.5,15,1971-03-12,1971,"Mar","1971-Mar"
19710313,0,7,-2,16,1971-03-13,1971,"Mar","1971-Mar"
19710314,5.4,9.5,4.5,14.5,1971-03-14,1971,"Mar","1971-Mar"
19710315,2,6,-3,15,1971-03-15,1971,"Mar","1971-Mar"
19710316,0,10.2,3,17.5,1971-03-16,1971,"Mar","1971-Mar"
19710317,0,8.8,0.5,17,1971-03-17,1971,"Mar","1971-Mar"
19710318,6.8,10.2,5,15.5,1971-03-18,1971,"Mar","1971-Mar"
19710319,12.6,11.2,4.5,18,1971-03-19,1971,"Mar","1971-Mar"
19710320,25.7,6.8,1.5,12,1971-03-20,1971,"Mar","1971-Mar"
19710321,65.8,5.2,0.5,10,1971-03-21,1971,"Mar","1971-Mar"
19710322,9.3,5,1,9,1971-03-22,1971,"Mar","1971-Mar"
19710323,0,7,2,12,1971-03-23,1971,"Mar","1971-Mar"
19710324,0,7,1.5,12.5,1971-03-24,1971,"Mar","1971-Mar"
19710325,0,5.8,-3.5,15,1971-03-25,1971,"Mar","1971-Mar"
19710326,12.5,8,2,14,1971-03-26,1971,"Mar","1971-Mar"
19710327,7.3,9.8,6.5,13,1971-03-27,1971,"Mar","1971-Mar"
19710328,0,8.2,3,13.5,1971-03-28,1971,"Mar","1971-Mar"
19710329,0,6,-5,17,1971-03-29,1971,"Mar","1971-Mar"
19710330,0,7.5,-3,18,1971-03-30,1971,"Mar","1971-Mar"
19710331,0,10.5,4.5,16.5,1971-03-31,1971,"Mar","1971-Mar"
19710401,11.7,10.5,4,17,1971-04-01,1971,"Apr","1971-Apr"
19710402,0,11,6,16,1971-04-02,1971,"Apr","1971-Apr"
19710403,5.8,11.5,5.5,17.5,1971-04-03,1971,"Apr","1971-Apr"
19710404,7.2,11,6.5,15.5,1971-04-04,1971,"Apr","1971-Apr"
19710405,0,10,3,17,1971-04-05,1971,"Apr","1971-Apr"
19710406,0,12,6,18,1971-04-06,1971,"Apr","1971-Apr"
19710407,0,15,8,22,1971-04-07,1971,"Apr","1971-Apr"
19710408,0,11,3,19,1971-04-08,1971,"Apr","1971-Apr"
19710409,0,12,5,19,1971-04-09,1971,"Apr","1971-Apr"
19710410,0,11.8,5.5,18,1971-04-10,1971,"Apr","1971-Apr"
19710411,0,10.8,4.5,17,1971-04-11,1971,"Apr","1971-Apr"
19710412,0,15,5,25,1971-04-12,1971,"Apr","1971-Apr"
19710413,0,14.2,3,25.5,1971-04-13,1971,"Apr","1971-Apr"
19710414,0,15.5,9,22,1971-04-14,1971,"Apr","1971-Apr"
19710415,0,14.5,4,25,1971-04-15,1971,"Apr","1971-Apr"
19710416,16.8,13.8,5.5,22,1971-04-16,1971,"Apr","1971-Apr"
19710417,0,14.2,8.5,20,1971-04-17,1971,"Apr","1971-Apr"
19710418,0,14.5,5,24,1971-04-18,1971,"Apr","1971-Apr"
19710419,0,17.8,7,28.5,1971-04-19,1971,"Apr","1971-Apr"
19710420,0,18.8,11,26.5,1971-04-20,1971,"Apr","1971-Apr"
19710421,0,16.5,8.5,24.5,1971-04-21,1971,"Apr","1971-Apr"
19710422,41.6,16,11.5,20.5,1971-04-22,1971,"Apr","1971-Apr"
19710423,0,12.8,9,16.5,1971-04-23,1971,"Apr","1971-Apr"
19710424,0,9,1,17,1971-04-24,1971,"Apr","1971-Apr"
19710425,0,11.8,3,20.5,1971-04-25,1971,"Apr","1971-Apr"
19710426,0,12.5,2,23,1971-04-26,1971,"Apr","1971-Apr"
19710427,0,14,6.5,21.5,1971-04-27,1971,"Apr","1971-Apr"
19710428,4.6,15.8,7,24.5,1971-04-28,1971,"Apr","1971-Apr"
19710429,0,16.2,10.5,22,1971-04-29,1971,"Apr","1971-Apr"
19710430,7.9,12.2,7,17.5,1971-04-30,1971,"Apr","1971-Apr"
19710501,0,10.5,5,16,1971-05-01,1971,"May","1971-May"
19710502,0,10.8,6.5,15,1971-05-02,1971,"May","1971-May"
19710503,0,10.5,1,20,1971-05-03,1971,"May","1971-May"
19710504,0,10,0,20,1971-05-04,1971,"May","1971-May"
19710505,30.8,17.8,9,26.5,1971-05-05,1971,"May","1971-May"
19710506,0,19,11,27,1971-05-06,1971,"May","1971-May"
19710507,5.3,14,10.5,17.5,1971-05-07,1971,"May","1971-May"
19710508,0,14,10,18,1971-05-08,1971,"May","1971-May"
19710509,0,14.2,8,20.5,1971-05-09,1971,"May","1971-May"
19710510,0,15.5,7.5,23.5,1971-05-10,1971,"May","1971-May"
19710511,0,18,9,27,1971-05-11,1971,"May","1971-May"
19710512,12,17.8,6.5,29,1971-05-12,1971,"May","1971-May"
19710513,9,17.5,14,21,1971-05-13,1971,"May","1971-May"
19710514,0,17,10,24,1971-05-14,1971,"May","1971-May"
19710515,0,19,9,29,1971-05-15,1971,"May","1971-May"
19710516,0,17,8,26,1971-05-16,1971,"May","1971-May"
19710517,24.7,14,7,21,1971-05-17,1971,"May","1971-May"
19710518,11,14.5,9,20,1971-05-18,1971,"May","1971-May"
19710519,0,14.2,9.5,19,1971-05-19,1971,"May","1971-May"
19710520,34.2,16,7,25,1971-05-20,1971,"May","1971-May"
19710521,10.3,16,8.5,23.5,1971-05-21,1971,"May","1971-May"
19710522,16.6,13.8,10,17.5,1971-05-22,1971,"May","1971-May"
19710523,12.2,13.5,8,19,1971-05-23,1971,"May","1971-May"
19710524,20.8,14,4,24,1971-05-24,1971,"May","1971-May"
19710525,0,10.2,0.5,20,1971-05-25,1971,"May","1971-May"
19710526,8,12.5,7,18,1971-05-26,1971,"May","1971-May"
19710527,4.5,14,8,20,1971-05-27,1971,"May","1971-May"
19710528,0,13.5,7.5,19.5,1971-05-28,1971,"May","1971-May"
19710529,0,13,8,18,1971-05-29,1971,"May","1971-May"
19710530,4.2,16,9.5,22.5,1971-05-30,1971,"May","1971-May"
19710531,2.8,14.5,10,19,1971-05-31,1971,"May","1971-May"
19710601,0,17,8.5,25.5,1971-06-01,1971,"Jun","1971-Jun"
19710602,7.3,19.2,10,28.5,1971-06-02,1971,"Jun","1971-Jun"
19710603,0,20.8,12.5,29,1971-06-03,1971,"Jun","1971-Jun"
19710604,15.8,17.8,11.5,24,1971-06-04,1971,"Jun","1971-Jun"
19710605,0,17.5,12,23,1971-06-05,1971,"Jun","1971-Jun"
19710606,0,15.5,10,21,1971-06-06,1971,"Jun","1971-Jun"
19710607,0,14.8,9.5,20,1971-06-07,1971,"Jun","1971-Jun"
19710608,14.2,16.8,11.5,22,1971-06-08,1971,"Jun","1971-Jun"
19710609,6,15.8,10,21.5,1971-06-09,1971,"Jun","1971-Jun"
19710610,5.7,14.8,9,20.5,1971-06-10,1971,"Jun","1971-Jun"
19710611,1.6,11.8,2.5,21,1971-06-11,1971,"Jun","1971-Jun"
19710612,0,17,10,24,1971-06-12,1971,"Jun","1971-Jun"
19710613,4.8,15.5,9,22,1971-06-13,1971,"Jun","1971-Jun"
19710614,7.7,14.8,8.5,21,1971-06-14,1971,"Jun","1971-Jun"
19710615,0,14.2,7,21.5,1971-06-15,1971,"Jun","1971-Jun"
19710616,0,15.2,9.5,21,1971-06-16,1971,"Jun","1971-Jun"
19710617,0,12.5,3.5,21.5,1971-06-17,1971,"Jun","1971-Jun"
19710618,0,15,6,24,1971-06-18,1971,"Jun","1971-Jun"
19710619,0,15.5,5,26,1971-06-19,1971,"Jun","1971-Jun"
19710620,0,18.8,9.5,28,1971-06-20,1971,"Jun","1971-Jun"
19710621,0,19.5,11,28,1971-06-21,1971,"Jun","1971-Jun"
19710622,0,17.5,10,25,1971-06-22,1971,"Jun","1971-Jun"
19710623,0,19.5,13,26,1971-06-23,1971,"Jun","1971-Jun"
19710624,0,18.2,12.5,24,1971-06-24,1971,"Jun","1971-Jun"
19710625,0,17.8,12.5,23,1971-06-25,1971,"Jun","1971-Jun"
19710626,0,20,15,25,1971-06-26,1971,"Jun","1971-Jun"
19710627,0,20.5,13,28,1971-06-27,1971,"Jun","1971-Jun"
19710628,0,17.2,10.5,24,1971-06-28,1971,"Jun","1971-Jun"
19710629,0,19.2,12,26.5,1971-06-29,1971,"Jun","1971-Jun"
19710630,0,18.5,11,26,1971-06-30,1971,"Jun","1971-Jun"
19710701,0,20,12.5,27.5,1971-07-01,1971,"Jul","1971-Jul"
19710702,20.8,21,11,31,1971-07-02,1971,"Jul","1971-Jul"
19710703,0,20.2,13,27.5,1971-07-03,1971,"Jul","1971-Jul"
19710704,0,18,12,24,1971-07-04,1971,"Jul","1971-Jul"
19710705,0,17.8,11,24.5,1971-07-05,1971,"Jul","1971-Jul"
19710706,0,20.5,14,27,1971-07-06,1971,"Jul","1971-Jul"
19710707,0,23.2,12.5,34,1971-07-07,1971,"Jul","1971-Jul"
19710708,0,26.8,18,35.5,1971-07-08,1971,"Jul","1971-Jul"
19710709,0,23,13.5,32.5,1971-07-09,1971,"Jul","1971-Jul"
19710710,0,24.5,14,35,1971-07-10,1971,"Jul","1971-Jul"
19710711,0,25.2,15,35.5,1971-07-11,1971,"Jul","1971-Jul"
19710712,0,24.8,14,35.5,1971-07-12,1971,"Jul","1971-Jul"
19710713,0,22.8,13.5,32,1971-07-13,1971,"Jul","1971-Jul"
19710714,0,22.5,14,31,1971-07-14,1971,"Jul","1971-Jul"
19710715,4.3,25.5,18,33,1971-07-15,1971,"Jul","1971-Jul"
19710716,6.8,24.2,16.5,32,1971-07-16,1971,"Jul","1971-Jul"
19710717,21.2,21,14,28,1971-07-17,1971,"Jul","1971-Jul"
19710718,14.6,21.2,12.5,30,1971-07-18,1971,"Jul","1971-Jul"
19710719,0,17.5,9,26,1971-07-19,1971,"Jul","1971-Jul"
19710720,0,18.5,10,27,1971-07-20,1971,"Jul","1971-Jul"
19710721,0,18,9.5,26.5,1971-07-21,1971,"Jul","1971-Jul"
19710722,0,19,11,27,1971-07-22,1971,"Jul","1971-Jul"
19710723,0,20.5,15,26,1971-07-23,1971,"Jul","1971-Jul"
19710724,0,22,14,30,1971-07-24,1971,"Jul","1971-Jul"
19710725,0,25.5,15,36,1971-07-25,1971,"Jul","1971-Jul"
19710726,18.6,22.5,13.5,31.5,1971-07-26,1971,"Jul","1971-Jul"
19710727,0,18.8,15,22.5,1971-07-27,1971,"Jul","1971-Jul"
19710728,0,19,14,24,1971-07-28,1971,"Jul","1971-Jul"
19710729,0,23.8,13.5,34,1971-07-29,1971,"Jul","1971-Jul"
19710730,0,25.2,18,32.5,1971-07-30,1971,"Jul","1971-Jul"
19710731,0,19.2,12.5,26,1971-07-31,1971,"Jul","1971-Jul"
19710801,0,20.8,15.5,26,1971-08-01,1971,"Aug","1971-Aug"
19710802,0,20.8,9.5,32,1971-08-02,1971,"Aug","1971-Aug"
19710803,0,19.2,12,26.5,1971-08-03,1971,"Aug","1971-Aug"
19710804,0,20.5,10,31,1971-08-04,1971,"Aug","1971-Aug"
19710805,0,18.5,10.5,26.5,1971-08-05,1971,"Aug","1971-Aug"
19710806,0,18.2,11,25.5,1971-08-06,1971,"Aug","1971-Aug"
19710807,7.8,15.2,6.5,24,1971-08-07,1971,"Aug","1971-Aug"
19710808,0,16.2,10.5,22,1971-08-08,1971,"Aug","1971-Aug"
19710809,0,21.2,13.5,29,1971-08-09,1971,"Aug","1971-Aug"
19710810,0,18,12,24,1971-08-10,1971,"Aug","1971-Aug"
19710811,0,15.8,9,22.5,1971-08-11,1971,"Aug","1971-Aug"
19710812,0,19.2,11,27.5,1971-08-12,1971,"Aug","1971-Aug"
19710813,0,19,9.5,28.5,1971-08-13,1971,"Aug","1971-Aug"
19710814,0,20.2,12.5,28,1971-08-14,1971,"Aug","1971-Aug"
19710815,0,22.5,14,31,1971-08-15,1971,"Aug","1971-Aug"
19710816,0,25,16,34,1971-08-16,1971,"Aug","1971-Aug"
19710817,0,21.8,15.5,28,1971-08-17,1971,"Aug","1971-Aug"
19710818,0,21.8,12,31.5,1971-08-18,1971,"Aug","1971-Aug"
19710819,2.1,19.2,12.5,26,1971-08-19,1971,"Aug","1971-Aug"
19710820,0,17.2,11.5,23,1971-08-20,1971,"Aug","1971-Aug"
19710821,0,18.5,12,25,1971-08-21,1971,"Aug","1971-Aug"
19710822,0,19.2,12.5,26,1971-08-22,1971,"Aug","1971-Aug"
19710823,0,20.5,13,28,1971-08-23,1971,"Aug","1971-Aug"
19710824,0,21.2,11,31.5,1971-08-24,1971,"Aug","1971-Aug"
19710825,0,22.5,14,31,1971-08-25,1971,"Aug","1971-Aug"
19710826,0,19.5,11,28,1971-08-26,1971,"Aug","1971-Aug"
19710827,0,17.5,8.5,26.5,1971-08-27,1971,"Aug","1971-Aug"
19710828,0,21.5,13,30,1971-08-28,1971,"Aug","1971-Aug"
19710829,0,21.2,12.5,30,1971-08-29,1971,"Aug","1971-Aug"
19710830,3.2,18.5,11,26,1971-08-30,1971,"Aug","1971-Aug"
19710831,6.5,19.8,11.5,28,1971-08-31,1971,"Aug","1971-Aug"
19710901,0,13.8,7.5,20,1971-09-01,1971,"Sep","1971-Sep"
19710902,0,15.5,6,25,1971-09-02,1971,"Sep","1971-Sep"
19710903,0,20.5,8,33,1971-09-03,1971,"Sep","1971-Sep"
19710904,0,22.5,12,33,1971-09-04,1971,"Sep","1971-Sep"
19710905,0,20.8,10.5,31,1971-09-05,1971,"Sep","1971-Sep"
19710906,0,20.5,11,30,1971-09-06,1971,"Sep","1971-Sep"
19710907,0,24.2,17.5,31,1971-09-07,1971,"Sep","1971-Sep"
19710908,22.3,23.5,15,32,1971-09-08,1971,"Sep","1971-Sep"
19710909,0,21.5,16,27,1971-09-09,1971,"Sep","1971-Sep"
19710910,0,18.8,13.5,24,1971-09-10,1971,"Sep","1971-Sep"
19710911,0,17.5,8,27,1971-09-11,1971,"Sep","1971-Sep"
19710912,0,17.2,12.5,22,1971-09-12,1971,"Sep","1971-Sep"
19710913,7.2,15.8,11.5,20,1971-09-13,1971,"Sep","1971-Sep"
19710914,0,14.8,7.5,22,1971-09-14,1971,"Sep","1971-Sep"
19710915,0,15.5,8,23,1971-09-15,1971,"Sep","1971-Sep"
19710916,0,13.8,6.5,21,1971-09-16,1971,"Sep","1971-Sep"
19710917,0,12.8,0.5,25,1971-09-17,1971,"Sep","1971-Sep"
19710918,0,12.8,2,23.5,1971-09-18,1971,"Sep","1971-Sep"
19710919,0,15.5,7,24,1971-09-19,1971,"Sep","1971-Sep"
19710920,9.3,13.5,8,19,1971-09-20,1971,"Sep","1971-Sep"
19710921,0,14.5,7.5,21.5,1971-09-21,1971,"Sep","1971-Sep"
19710922,0,16.5,7,26,1971-09-22,1971,"Sep","1971-Sep"
19710923,0,17.2,11,23.5,1971-09-23,1971,"Sep","1971-Sep"
19710924,0,18,13.5,22.5,1971-09-24,1971,"Sep","1971-Sep"
19710925,0,17.5,10,25,1971-09-25,1971,"Sep","1971-Sep"
19710926,0,16.5,9,24,1971-09-26,1971,"Sep","1971-Sep"
19710927,0,16.2,10,22.5,1971-09-27,1971,"Sep","1971-Sep"
19710928,0,15.2,10.5,20,1971-09-28,1971,"Sep","1971-Sep"
19710929,0,15.8,8.5,23,1971-09-29,1971,"Sep","1971-Sep"
19710930,0,16,7,25,1971-09-30,1971,"Sep","1971-Sep"
19711001,0,16.8,5.5,28,1971-10-01,1971,"Oct","1971-Oct"
19711002,0,17.8,9,26.5,1971-10-02,1971,"Oct","1971-Oct"
19711003,0,19.5,11,28,1971-10-03,1971,"Oct","1971-Oct"
19711004,10.8,16.5,9,24,1971-10-04,1971,"Oct","1971-Oct"
19711005,0,14.8,8.5,21,1971-10-05,1971,"Oct","1971-Oct"
19711006,0,16,9,23,1971-10-06,1971,"Oct","1971-Oct"
19711007,0,16.8,9.5,24,1971-10-07,1971,"Oct","1971-Oct"
19711008,0,19.2,14.5,24,1971-10-08,1971,"Oct","1971-Oct"
19711009,0,16,9,23,1971-10-09,1971,"Oct","1971-Oct"
19711010,0,16,7.5,24.5,1971-10-10,1971,"Oct","1971-Oct"
19711011,0,16.5,8,25,1971-10-11,1971,"Oct","1971-Oct"
19711012,0,17.5,11,24,1971-10-12,1971,"Oct","1971-Oct"
19711013,74.6,16.8,10,23.5,1971-10-13,1971,"Oct","1971-Oct"
19711014,0,16,13,19,1971-10-14,1971,"Oct","1971-Oct"
19711015,0,12,7,17,1971-10-15,1971,"Oct","1971-Oct"
19711016,0,14,6,22,1971-10-16,1971,"Oct","1971-Oct"
19711017,7.4,14.5,8,21,1971-10-17,1971,"Oct","1971-Oct"
19711018,0,14.8,7.5,22,1971-10-18,1971,"Oct","1971-Oct"
19711019,0,15.2,6.5,24,1971-10-19,1971,"Oct","1971-Oct"
19711020,0,13.8,5.5,22,1971-10-20,1971,"Oct","1971-Oct"
19711021,0,15.8,8,23.5,1971-10-21,1971,"Oct","1971-Oct"
19711022,0,16.2,8.5,24,1971-10-22,1971,"Oct","1971-Oct"
19711023,0,16.5,6,27,1971-10-23,1971,"Oct","1971-Oct"
19711024,0,15.2,7.5,23,1971-10-24,1971,"Oct","1971-Oct"
19711025,0,15.8,8,23.5,1971-10-25,1971,"Oct","1971-Oct"
19711026,0,14.5,6.5,22.5,1971-10-26,1971,"Oct","1971-Oct"
19711027,0,12.5,4,21,1971-10-27,1971,"Oct","1971-Oct"
19711028,0,12.8,3,22.5,1971-10-28,1971,"Oct","1971-Oct"
19711029,0,13,6,20,1971-10-29,1971,"Oct","1971-Oct"
19711030,0,13.2,4,22.5,1971-10-30,1971,"Oct","1971-Oct"
19711031,0,13,5,21,1971-10-31,1971,"Oct","1971-Oct"
19711101,0,11.5,4,19,1971-11-01,1971,"Nov","1971-Nov"
19711102,0,11.5,3,20,1971-11-02,1971,"Nov","1971-Nov"
19711103,0,9.8,0,19.5,1971-11-03,1971,"Nov","1971-Nov"
19711104,14,10,0,20,1971-11-04,1971,"Nov","1971-Nov"
19711105,0,10.2,1.5,19,1971-11-05,1971,"Nov","1971-Nov"
19711106,35.2,10.8,4,17.5,1971-11-06,1971,"Nov","1971-Nov"
19711107,0,10,3.5,16.5,1971-11-07,1971,"Nov","1971-Nov"
19711108,7.6,10.5,5,16,1971-11-08,1971,"Nov","1971-Nov"
19711109,50.8,8,4.5,11.5,1971-11-09,1971,"Nov","1971-Nov"
19711110,8.2,6,1,11,1971-11-10,1971,"Nov","1971-Nov"
19711111,21.4,5.8,1.5,10,1971-11-11,1971,"Nov","1971-Nov"
19711112,10.8,7,2,12,1971-11-12,1971,"Nov","1971-Nov"
19711113,6.9,8.8,4,13.5,1971-11-13,1971,"Nov","1971-Nov"
19711114,14.5,10,5,15,1971-11-14,1971,"Nov","1971-Nov"
19711115,0,8.8,3,14.5,1971-11-15,1971,"Nov","1971-Nov"
19711116,0,8,2.5,13.5,1971-11-16,1971,"Nov","1971-Nov"
19711117,0,9.5,4,15,1971-11-17,1971,"Nov","1971-Nov"
19711118,0,11,6,16,1971-11-18,1971,"Nov","1971-Nov"
19711119,27.8,8.5,3,14,1971-11-19,1971,"Nov","1971-Nov"
19711120,0,9.2,2.5,16,1971-11-20,1971,"Nov","1971-Nov"
19711121,0,6.5,2,11,1971-11-21,1971,"Nov","1971-Nov"
19711122,32.3,4,-1,9,1971-11-22,1971,"Nov","1971-Nov"
19711123,28,6,0.5,11.5,1971-11-23,1971,"Nov","1971-Nov"
19711124,31.8,6,2,10,1971-11-24,1971,"Nov","1971-Nov"
19711125,0,3.8,-1,8.5,1971-11-25,1971,"Nov","1971-Nov"
19711126,0,3.5,-2,9,1971-11-26,1971,"Nov","1971-Nov"
19711127,24.4,6.5,2,11,1971-11-27,1971,"Nov","1971-Nov"
19711128,7,8.8,3.5,14,1971-11-28,1971,"Nov","1971-Nov"
19711129,26.5,7,1,13,1971-11-29,1971,"Nov","1971-Nov"
19711130,24.2,7.2,2,12.5,1971-11-30,1971,"Nov","1971-Nov"
19711201,28.4,7.2,2.5,12,1971-12-01,1971,"Dec","1971-Dec"
19711202,0,7.5,3.5,11.5,1971-12-02,1971,"Dec","1971-Dec"
19711203,25.3,7.5,3,12,1971-12-03,1971,"Dec","1971-Dec"
19711204,19.8,8.5,4,13,1971-12-04,1971,"Dec","1971-Dec"
19711205,0,10.2,5.5,15,1971-12-05,1971,"Dec","1971-Dec"
19711206,0,8.5,3.5,13.5,1971-12-06,1971,"Dec","1971-Dec"
19711207,0,8.2,4,12.5,1971-12-07,1971,"Dec","1971-Dec"
19711208,0,8.2,3,13.5,1971-12-08,1971,"Dec","1971-Dec"
19711209,0,8,3.5,12.5,1971-12-09,1971,"Dec","1971-Dec"
19711210,0,7,2,12,1971-12-10,1971,"Dec","1971-Dec"
19711211,0,8.2,3.5,13,1971-12-11,1971,"Dec","1971-Dec"
19711212,0,4.5,-5,14,1971-12-12,1971,"Dec","1971-Dec"
19711213,0,5.2,-4.5,15,1971-12-13,1971,"Dec","1971-Dec"
19711214,0,4.8,-4.5,14,1971-12-14,1971,"Dec","1971-Dec"
19711215,0,3,-5,11,1971-12-15,1971,"Dec","1971-Dec"
19711216,0,6.2,-0.5,13,1971-12-16,1971,"Dec","1971-Dec"
19711217,0,8,1,15,1971-12-17,1971,"Dec","1971-Dec"
19711218,0,8.5,3,14,1971-12-18,1971,"Dec","1971-Dec"
19711219,0,11,5,17,1971-12-19,1971,"Dec","1971-Dec"
19711220,0,12.2,6,18.5,1971-12-20,1971,"Dec","1971-Dec"
19711221,0,9.8,2,17.5,1971-12-21,1971,"Dec","1971-Dec"
19711222,0,8.8,1.5,16,1971-12-22,1971,"Dec","1971-Dec"
19711223,0,9,3,15,1971-12-23,1971,"Dec","1971-Dec"
19711224,0,11.5,6,17,1971-12-24,1971,"Dec","1971-Dec"
19711225,0,9.5,4.5,14.5,1971-12-25,1971,"Dec","1971-Dec"
19711226,0,10.8,5,16.5,1971-12-26,1971,"Dec","1971-Dec"
19711227,0,9.5,3,16,1971-12-27,1971,"Dec","1971-Dec"
19711228,0,7,1.5,12.5,1971-12-28,1971,"Dec","1971-Dec"
19711229,0,3.2,-5,11.5,1971-12-29,1971,"Dec","1971-Dec"
19711230,18.6,4,0,8,1971-12-30,1971,"Dec","1971-Dec"
19711231,0,4.5,-0.5,9.5,1971-12-31,1971,"Dec","1971-Dec"
19720101,7.2,2.5,-7,12,1972-01-01,1972,"Jan","1972-Jan"
